Symbol,Name,GICS Sector,Ret,Dividend Yield (Forward),PE Ratio (Forward),Price to Book Value,Market Cap (millions),Beta (3Y),Return on Equity (TTM)
WMT,Walmart,Consumer Staples,0.0131,0.0251,17.52911755,3.303101042,249691.1068,0.4402,0.117965
WRK,WestRock,Materials,-0.0101,0.0286,14.97148179,1.349265623,15580.73519,#N/A,0.177335
WU,The Western Union,Information Technology,-0.0042,0.0379,11.0750473,#N/A,9504.810352,0.8651,-2.014836
WY,Weyerhaeuser,Real Estate,-0.0113,0.034,25.88631824,3.217132947,28925.50498,1.5881,0.076702
WYNN,Wynn Resorts,Consumer Discretionary,-0.0249,0.0156,21.02191675,26.96504047,19187.32289,1.9501,0.890574
XEC,Cimarex Energy,Energy,0.0126,0.0073,11.57565299,2.913313013,8016.12,0.9332,0.224455
XEL,Xcel Energy,Utilities,-0.0023,0.034,17.85894934,1.907148256,22048.76951,0.0267,0.105892
XL,XL Group,Financials,-0.0007,0.0157,16.18748538,1.501136503,14453.74614,0.1602,-0.054456
XLNX,Xilinx,Information Technology,-0.0309,0.0205,24.18734679,7.720959761,17991.68398,0.731,0.209531
XOM,Exxon Mobil,Energy,-0.0112,0.0401,16.58700445,1.81552575,341670.4361,0.8212,0.111264
XRAY,Dentsply Sirona,Health Care,-0.0274,0.0081,16.33949317,1.437032294,9618.374175,1.1907,-0.211122
XRX,Xerox,Information Technology,-0.0046,0.0366,7.769400256,1.320626087,7050.801942,1.2428,0.035396
XYL,Xylem,Industrials,-0.0116,0.0117,24.83141248,5.075477638,12896.75879,0.7301,0.146003
YUM,Yum Brands,Consumer Discretionary,0.0025,0.0176,24.33226261,#N/A,26875.50191,0.4522,-0.239855
ZBH,Zimmer Biomet Holdings,Health Care,-0.0095,0.0085,14.73872312,1.916112617,22989.98407,1.1581,0.155259
ZION,Zions Bancorp,Financials,-0.0017,0.0172,14.30599376,1.553367089,10995.07475,1.4287,0.0968
ZTS,Zoetis,Health Care,-0.0076,0.0059,27.70347095,20.92960951,41022.10861,1.0063,0.54075
